Enh.chr,Enh.Midpoint,Gene.TSS,Pair,#HiC.interaction (astrocyte_cerebellum),#HiC.interaction (astrocyte_spinal),#HiC.interaction (NeuN+),#HiC.interaction (NeuN-)
6,36124002,36547479,Enh817_STK38,0,0,1,0
6,36124002,36027677,Enh817_MAPK14,4,1,2,2
6,36124002,35921342,Enh817_SRPK1,0,1,1,1
6,36124002,36196744,Enh817_BRPF3,2,2,4,6
6,36124002,36594353,Enh817_SRSF3,2,0,2,0
6,36124002,36442767,Enh817_KCTD20,0,0,0,1
6,36124002,35797206,Enh817_LHFPL5,1,0,2,1
6,36341125,36594353,Enh818_SRSF3,0,0,3,0
6,36341125,36676460,Enh818_CDKN1A,0,0,0,2
6,36341125,36027677,Enh818_MAPK14,0,0,1,0
6,36341125,36442767,Enh818_KCTD20,0,0,0,1
6,36341125,36196744,Enh818_BRPF3,0,0,5,2
6,36341125,35921342,Enh818_SRPK1,0,0,1,1
6,36341125,36547479,Enh818_STK38,1,0,1,0
6,42547643,42050357,Enh819_CCND3,0,0,5,1
6,42547643,42050513,Enh819_TAF8,0,0,5,1
6,42547643,43040777,Enh819_KLC4,0,0,1,0
6,42547643,42979181,Enh819_PEX6,0,0,0,0
6,42547643,42452051,Enh819_TRERF1,13,3,3,2
6,42547643,42142620,Enh819_C6orf132,0,0,0,0
6,42547643,42746958,Enh819_BICRAL,1,0,3,1
6,42547643,43016868,Enh819_MEA1,2,1,1,0
6,42547643,42217861,Enh819_MRPS10,3,1,3,6
6,42547643,42890821,Enh819_C6orf226,0,1,2,0
6,42547643,42929192,Enh819_CNPY3,0,0,1,0
6,42547643,42929457,Enh819_AL035587.2,0,0,1,0
6,42547643,43014103,Enh819_KLHDC3,0,0,1,0
6,42547643,43021623,Enh819_RRP36,0,0,1,0
6,42547643,42879616,Enh819_RPL7L1,0,0,1,2
6,42547643,42564062,Enh819_UBR2,17,1,7,7
6,42547643,42746103,Enh819_TBCC,1,0,3,1
6,42547643,42984553,Enh819_PPP2R5D,0,0,0,1
6,42548214,42050357,Enh820_CCND3,0,0,5,1
6,42548214,43021623,Enh820_RRP36,0,0,1,0
6,42548214,42890821,Enh820_C6orf226,0,1,2,0
6,42548214,42452051,Enh820_TRERF1,13,3,3,2
6,42548214,42879616,Enh820_RPL7L1,0,0,1,2
6,42548214,43014103,Enh820_KLHDC3,0,0,1,0
6,42548214,42142620,Enh820_C6orf132,0,0,0,0
6,42548214,42979181,Enh820_PEX6,0,0,0,0
6,42548214,42746958,Enh820_BICRAL,1,0,3,1
6,42548214,42564062,Enh820_UBR2,17,1,7,7
6,42548214,42050513,Enh820_TAF8,0,0,5,1
6,42548214,43040777,Enh820_KLC4,0,0,1,0
6,42548214,42984553,Enh820_PPP2R5D,0,0,0,1
6,42548214,42217861,Enh820_MRPS10,3,1,3,6
6,42548214,42746103,Enh820_TBCC,1,0,3,1
6,42548214,42929457,Enh820_AL035587.2,0,0,1,0
6,42548214,42929192,Enh820_CNPY3,0,0,1,0
6,42548214,43016868,Enh820_MEA1,2,1,1,0
6,43702880,43687791,Enh821_MRPS18A,1,0,7,4
6,43702880,43576150,Enh821_POLH,0,0,0,2
6,43702880,43629540,Enh821_MAD2L1BP,0,0,2,4
6,43702880,43576038,Enh821_XPO5,0,0,0,2
6,43702880,43427366,Enh821_ABCC10,0,0,0,0
6,43702880,43516985,Enh821_YIPF3,0,0,0,1
6,43702880,43510686,Enh821_LRRC73,0,0,0,1
6,43702880,43770184,Enh821_VEGFA,0,0,5,1
6,43702880,43229484,Enh821_DNPH1,0,0,0,1
6,43702880,43477523,Enh821_TJAP1,0,0,0,1
6,43702880,43509702,Enh821_POLR1C,0,0,0,1
6,43702880,43629264,Enh821_GTPBP2,0,0,2,4
6,43702880,44126914,Enh821_TMEM63B,0,0,0,1
6,43702880,43369647,Enh821_ZNF318,0,0,1,0
6,43702880,44127452,Enh821_MRPL14,0,0,0,0
6,71108161,71420745,Enh822_LINC00472,3,1,0,0
6,71108161,70667776,Enh822_SMAP1,6,2,0,1
6,71108161,71288811,Enh822_OGFRL1,2,2,1,0
6,71108161,70957060,Enh822_B3GAT2,0,0,0,0
6,72418691,72621792,Enh823_KCNQ5,3,2,0,0
6,79545182,79234738,Enh824_HMGN3,2,0,2,0
6,79545182,79078254,Enh824_PHIP,2,1,2,3
6,79545182,80003887,Enh824_TTK,0,1,0,0
6,79545182,79537540,Enh824_AL391840.3,11,3,8,20
6,79545182,79947553,Enh824_ELOVL4,1,0,0,1
6,79545182,79537458,Enh824_LCA5,11,3,8,20
6,79545182,79631329,Enh824_SH3BGRL2,12,1,1,6
6,84774910,84764598,Enh825_TBX18,12,12,1,6
6,87968632,87589987,Enh826_RARS2,3,2,0,0
6,87968632,87470623,Enh826_SLC35A1,0,0,1,1
6,87968632,87702233,Enh826_AKIRIN2,0,0,0,1
6,87968632,87590067,Enh826_ORC3,1,0,0,0
6,98827833,98948006,Enh827_FBXL4,0,0,1,0
6,98845292,98948006,Enh828_FBXL4,0,0,2,2
6,98845853,98948006,Enh829_FBXL4,0,0,2,2
6,110535022,110982015,Enh770_RPF2,26,5,8,2
6,110535022,110180004,Enh770_WASF1,1,0,2,0
6,110535022,110874770,Enh770_AMD1,10,1,6,2
6,110535022,110958706,Enh770_GTF3C6,21,3,2,6
6,110535022,110815958,Enh770_CDK19,20,3,1,3
6,110535022,110180141,Enh770_CDC40,1,0,2,0
6,110537471,110982015,Enh771_RPF2,26,5,8,2
6,110537471,110815958,Enh771_CDK19,20,3,1,3
6,110537471,110958706,Enh771_GTF3C6,21,3,2,6
6,110537471,110180141,Enh771_CDC40,1,0,2,0
6,110537471,110180004,Enh771_WASF1,1,0,2,0
6,110537471,110874770,Enh771_AMD1,10,1,6,2
6,110547698,110982015,Enh772_RPF2,0,0,0,0
6,110547698,110958706,Enh772_GTF3C6,0,0,1,4
6,110547698,110180141,Enh772_CDC40,0,0,0,1
6,110547698,110815958,Enh772_CDK19,0,0,2,0
6,110547698,110180004,Enh772_WASF1,0,0,0,1
6,110547698,110874770,Enh772_AMD1,0,0,2,1
6,121848893,121435595,Enh774_GJA1,11,8,1,0
6,122753838,122471807,Enh776_SERINC1,4,0,0,0
6,122753838,122399551,Enh776_HSF2,1,1,1,1
6,122753838,122789049,Enh776_SMPDL3A,11,5,2,4
6,123091378,122789049,Enh777_SMPDL3A,5,1,0,2
6,125099746,124963165,Enh778_RNF217-AS1,14,1,1,0
6,125099746,125302078,Enh778_HDDC2,0,0,0,1
6,125099746,125119049,Enh778_TPD52L1,5,0,1,2
6,125099746,124962545,Enh778_RNF217,14,1,1,0
6,125363528,125119049,Enh779_TPD52L1,1,1,1,1
6,125363528,124962545,Enh779_RNF217,3,1,0,0
6,125363528,125747664,Enh779_HEY2,2,1,1,2
6,125363528,125302078,Enh779_HDDC2,0,0,3,0
6,125363528,125781161,Enh779_NCOA7,2,2,1,1
6,125363528,124963165,Enh779_RNF217-AS1,3,1,0,0
6,132123012,131808016,Enh780_ENPP1,3,0,0,1
6,132123012,131951372,Enh780_CCN2,0,1,1,0
6,132123012,132401475,Enh780_MOXD1,0,0,0,0
6,132123012,131628242,Enh780_MED23,1,0,0,1
6,132123012,132513198,Enh780_STX7,0,1,0,0
6,134064019,133952170,Enh781_TBPL1,3,1,5,7
6,134064019,134052624,Enh781_SLC2A12,2,0,3,2
6,134064019,134318112,Enh781_SGK1,0,0,2,0
6,134909183,135103056,Enh782_HBS1L,2,0,0,0
6,134909183,135181308,Enh782_MYB,0,0,0,1
6,136323950,136550819,Enh783_MAP7,11,2,2,3
6,136323950,136792477,Enh783_MAP3K5,0,0,0,2
6,136323950,136289851,Enh783_BCLAF1,0,0,7,3
6,136323950,136822564,Enh783_PEX7,1,0,0,0
6,144216425,144008262,Enh785_HYMAI,3,0,0,0
6,144216425,143843338,Enh785_LTV1,0,0,1,2
6,144216425,144064599,Enh785_PLAGL1,1,1,1,2
6,144216425,144150517,Enh785_STX11,0,0,4,1
6,144216425,144095573,Enh785_SF3B5,0,0,3,3
6,144216425,144285701,Enh785_UTRN,15,5,4,0
6,149926349,149749665,Enh786_NUP43,0,0,0,1
6,149926349,149566294,Enh786_GINM1,0,0,0,0
6,149926349,149852462,Enh786_AL355312.4,0,0,3,1
6,149926349,149749443,Enh786_PCMT1,0,0,0,1
6,149926349,149718105,Enh786_LATS1,0,0,2,0
6,149926349,149546043,Enh786_PPIL4,0,0,5,1
6,149926349,150069121,Enh786_ULBP3,0,0,2,1
6,149926349,149648972,Enh786_KATNA1,0,0,1,1
6,149926349,149864359,Enh786_LRP11,0,0,6,5
6,149926349,149942014,Enh786_ULBP2,0,0,6,4
6,156686474,156776020,Enh787_ARID1B,0,0,1,0
6,156686783,156776020,Enh788_ARID1B,0,0,1,0
6,156687260,156776020,Enh789_ARID1B,0,0,1,0
6,156687792,156776020,Enh790_ARID1B,0,0,1,0
6,156688216,156776020,Enh791_ARID1B,0,0,1,0
6,156720158,156776020,Enh792_ARID1B,0,0,1,1
6,157235698,157323601,Enh793_TMEM242,0,1,1,0
6,157235698,157700387,Enh793_SNX9,0,0,0,0
6,157235698,156776020,Enh793_ARID1B,0,0,0,0
6,157235698,157381133,Enh793_ZDHHC14,0,0,0,0
6,163355756,163414000,Enh794_QKI,6,1,6,2
6,163356567,163414000,Enh795_QKI,6,1,6,2
7,12715791,12686856,Enh837_ARL4A,9,4,5,3
7,12715791,12570577,Enh837_SCIN,0,0,1,0
7,25849953,26152198,Enh851_NFE2L3,3,2,0,0
7,25849953,26201529,Enh851_HNRNPA2B1,0,1,0,0
7,25849953,26201162,Enh851_CBX3,0,1,0,0
7,42888496,42932185,Enh852_PSMA2,4,3,1,2
7,42888496,42932376,Enh852_MRPL32,4,3,1,2
7,42888496,42912305,Enh852_C7orf25,9,2,1,4
7,54664505,55019017,Enh853_EGFR,2,0,0,0
7,54664505,54759974,Enh853_SEC61G,5,2,0,2
7,76291750,76302673,Enh854_HSPB1,2,0,27,10
7,76291750,76048004,Enh854_STYXL1,1,1,0,0
7,76291750,76461676,Enh854_DTX2,0,0,0,1
7,76291750,76048051,Enh854_MDH2,1,1,0,0
7,76291750,76627261,Enh854_POMZP3,0,0,1,0
7,76291750,75994656,Enh854_TMEM120A,0,0,4,1
7,76291750,76358991,Enh854_YWHAG,1,0,2,1
7,76291750,75899200,Enh854_POR,1,0,1,0
7,76291750,76397518,Enh854_ZP3,0,0,3,0
7,76291750,75842602,Enh854_RHBDD2,1,0,0,1
7,76294441,76302673,Enh855_HSPB1,2,0,27,10
7,76294441,76461676,Enh855_DTX2,0,0,0,1
7,76294441,76048051,Enh855_MDH2,1,1,0,0
7,76294441,76627261,Enh855_POMZP3,0,0,1,0
7,76294441,75994656,Enh855_TMEM120A,0,0,4,1
7,76294441,75899200,Enh855_POR,1,0,1,0
7,76294441,76397518,Enh855_ZP3,0,0,3,0
7,76294441,76048004,Enh855_STYXL1,1,1,0,0
7,76294441,76358991,Enh855_YWHAG,1,0,2,1
7,76294441,75842602,Enh855_RHBDD2,1,0,0,1
7,76294827,75899200,Enh856_POR,1,0,1,0
7,76294827,76048051,Enh856_MDH2,1,1,0,0
7,76294827,76048004,Enh856_STYXL1,1,1,0,0
7,76294827,76627261,Enh856_POMZP3,0,0,1,0
7,76294827,75994656,Enh856_TMEM120A,0,0,4,1
7,76294827,76302673,Enh856_HSPB1,2,0,27,10
7,76294827,76461676,Enh856_DTX2,0,0,0,1
7,76294827,76358991,Enh856_YWHAG,1,0,2,1
7,76294827,75842602,Enh856_RHBDD2,1,0,0,1
7,76294827,76397518,Enh856_ZP3,0,0,3,0
7,76306856,76048051,Enh857_MDH2,3,1,0,0
7,76306856,76048004,Enh857_STYXL1,3,1,0,0
7,76306856,75994656,Enh857_TMEM120A,0,0,0,0
7,76306856,76627261,Enh857_POMZP3,0,0,0,0
7,76306856,75842602,Enh857_RHBDD2,2,1,0,0
7,76306856,76397518,Enh857_ZP3,0,0,0,0
7,76306856,76302673,Enh857_HSPB1,21,6,16,16
7,76306856,75899200,Enh857_POR,1,0,0,1
7,76306856,76461676,Enh857_DTX2,0,0,0,0
7,76306856,76358991,Enh857_YWHAG,1,0,1,0
7,76307207,75994656,Enh858_TMEM120A,0,0,0,0
7,76307207,76048004,Enh858_STYXL1,3,1,0,0
7,76307207,75842602,Enh858_RHBDD2,2,1,0,0
7,76307207,76397518,Enh858_ZP3,0,0,0,0
7,76307207,76627261,Enh858_POMZP3,0,0,0,0
7,76307207,76461676,Enh858_DTX2,0,0,0,0
7,76307207,76302673,Enh858_HSPB1,21,6,16,16
7,76307207,76358991,Enh858_YWHAG,1,0,1,0
7,76307207,76048051,Enh858_MDH2,3,1,0,0
7,76307207,75899200,Enh858_POR,1,0,0,1
7,76310823,75842602,Enh859_RHBDD2,2,1,0,3
7,76310823,76048004,Enh859_STYXL1,2,0,3,0
7,76310823,75994656,Enh859_TMEM120A,0,0,5,0
7,76310823,76048051,Enh859_MDH2,2,0,3,0
7,76310823,76358991,Enh859_YWHAG,0,0,5,7
7,76310823,75899200,Enh859_POR,0,0,3,1
7,76310823,76302673,Enh859_HSPB1,1,1,29,7
7,76310823,76627261,Enh859_POMZP3,0,0,0,0
7,76310823,76461676,Enh859_DTX2,0,0,0,0
7,76310823,76397518,Enh859_ZP3,0,0,2,4
7,76314457,76358991,Enh860_YWHAG,0,0,5,7
7,76314457,75842602,Enh860_RHBDD2,2,1,0,3
7,76314457,75994656,Enh860_TMEM120A,0,0,5,0
7,76314457,76627261,Enh860_POMZP3,0,0,0,0
7,76314457,75899200,Enh860_POR,0,0,3,1
7,76314457,76397518,Enh860_ZP3,0,0,2,4
7,76314457,76461676,Enh860_DTX2,0,0,0,0
7,76314457,76048004,Enh860_STYXL1,2,0,3,0
7,76314457,76048051,Enh860_MDH2,2,0,3,0
7,76314457,76302673,Enh860_HSPB1,1,1,29,7
7,76318151,76461676,Enh861_DTX2,0,0,0,0
7,76318151,76627261,Enh861_POMZP3,0,0,0,0
7,76318151,76358991,Enh861_YWHAG,0,0,8,1
7,76318151,75994656,Enh861_TMEM120A,0,0,2,1
7,76318151,75842602,Enh861_RHBDD2,2,1,1,0
7,76318151,75899200,Enh861_POR,1,0,0,1
7,76318151,76048051,Enh861_MDH2,7,2,1,3
7,76318151,76397518,Enh861_ZP3,1,0,2,0
7,76318151,76048004,Enh861_STYXL1,7,2,1,3
7,76318151,76302673,Enh861_HSPB1,1,2,14,9
7,76318837,75994656,Enh862_TMEM120A,0,0,2,1
7,76318837,75842602,Enh862_RHBDD2,2,1,1,0
7,76318837,76627261,Enh862_POMZP3,0,0,0,0
7,76318837,76048004,Enh862_STYXL1,7,2,1,3
7,76318837,76461676,Enh862_DTX2,0,0,0,0
7,76318837,76358991,Enh862_YWHAG,0,0,8,1
7,76318837,76397518,Enh862_ZP3,1,0,2,0
7,76318837,75899200,Enh862_POR,1,0,0,1
7,76318837,76302673,Enh862_HSPB1,1,2,14,9
7,76318837,76048051,Enh862_MDH2,7,2,1,3
7,76364829,76048051,Enh863_MDH2,2,0,1,0
7,76364829,76302673,Enh863_HSPB1,2,0,3,3
7,76364829,76358991,Enh863_YWHAG,5,1,20,7
7,76364829,75899200,Enh863_POR,0,0,0,0
7,76364829,76048004,Enh863_STYXL1,2,0,1,0
7,76364829,75994656,Enh863_TMEM120A,0,0,0,0
7,76364829,76397518,Enh863_ZP3,0,0,1,3
7,76364829,76627261,Enh863_POMZP3,1,0,0,0
7,76364829,76461676,Enh863_DTX2,0,0,0,2
7,76380223,76461676,Enh864_DTX2,0,0,0,0
7,76380223,76627261,Enh864_POMZP3,0,0,2,0
7,76380223,76048051,Enh864_MDH2,0,0,0,0
7,76380223,75994656,Enh864_TMEM120A,0,0,0,0
7,76380223,76048004,Enh864_STYXL1,0,0,0,0
7,76380223,76397518,Enh864_ZP3,0,0,9,4
7,76380223,76358991,Enh864_YWHAG,0,0,14,3
7,76380223,75899200,Enh864_POR,0,0,0,0
7,76380223,76302673,Enh864_HSPB1,0,0,4,2
7,80722038,80922359,Enh865_SEMA3C,0,0,0,2
7,100450614,100539203,Enh830_AGFG2,0,0,2,2
7,100450614,100101549,Enh830_AP4M1,0,0,2,1
7,100450614,100827523,Enh830_EPHB4,0,1,1,1
7,100450614,100049774,Enh830_ZSCAN21,0,0,0,0
7,100450614,100119634,Enh830_CNPY4,0,1,3,0
7,100450614,100158723,Enh830_MAP11,0,0,1,2
7,100450614,100126785,Enh830_MBLAC1,5,1,2,0
7,100450614,100673567,Enh830_GNB2,2,1,1,3
7,100450614,100177381,Enh830_GPC2,0,0,1,1
7,100450614,100168617,Enh830_GAL3ST4,0,0,0,1
7,100450614,100694037,Enh830_GIGYF1,2,1,1,3
7,100450614,100272232,Enh830_CASTOR3,1,0,3,2
7,100450614,100148907,Enh830_LAMTOR4,0,0,2,1
7,100450614,100586129,Enh830_LRCH4,1,0,1,1
7,100450614,100483927,Enh830_NYAP1,2,0,4,1
7,100450614,100428992,Enh830_ZCWPW1,0,0,8,2
7,100450614,100428790,Enh830_MEPCE,0,0,8,2
7,100450614,100015572,Enh830_ZKSCAN1,0,0,1,0
7,100450614,100436497,Enh830_PPP1R35,6,2,6,7
7,100450614,100177563,Enh830_STAG3,0,0,1,1
7,100450614,100082548,Enh830_ZNF3,0,0,0,0
7,100450614,100875103,Enh830_SRRT,0,0,3,2
7,100450614,100867387,Enh830_TRIP6,0,0,1,0
7,100450614,100119841,Enh830_TAF6,0,1,3,0
7,100450614,100101940,Enh830_MCM7,0,0,2,1
7,100450614,100602363,Enh830_PCOLCE,1,0,1,2
7,100450614,100826820,Enh830_SLC12A9,0,1,2,0
7,100450614,100612102,Enh830_MOSPD3,0,0,0,0
7,100450614,100889715,Enh830_UFSP1,0,0,0,1
7,100450614,100479232,Enh830_TSC22D4,0,0,10,3
7,100450614,100088969,Enh830_COPS6,1,0,0,0
7,100450614,100352176,Enh830_PILRB,0,0,1,1
7,100450614,100706121,Enh830_POP7,0,0,0,0
7,101100316,101154456,Enh831_AP1S1,0,0,1,7
7,101100316,100827523,Enh831_EPHB4,0,1,2,0
7,101100316,101252316,Enh831_FIS1,1,0,4,3
7,101100316,100875103,Enh831_SRRT,0,0,3,4
7,101100316,101085481,Enh831_TRIM56,3,1,11,5
7,101100316,100602363,Enh831_PCOLCE,0,0,0,0
7,101100316,101218420,Enh831_PLOD3,1,0,3,3
7,101100316,100826820,Enh831_SLC12A9,0,1,1,0
7,101100316,101017608,Enh831_AC105446.1,0,0,0,1
7,101100316,101127089,Enh831_SERPINE1,12,2,6,8
7,101100316,101218165,Enh831_ZNHIT1,1,0,3,3
7,101100316,100867387,Enh831_TRIP6,0,0,1,1
7,101100316,100673567,Enh831_GNB2,0,1,0,0
7,101100316,100706121,Enh831_POP7,0,0,0,2
7,101100316,100889715,Enh831_UFSP1,6,0,4,6
7,101100316,101321823,Enh831_IFT22,0,0,3,0
7,101100316,100694037,Enh831_GIGYF1,1,0,0,3
7,101100316,100612102,Enh831_MOSPD3,0,0,1,0
7,106050919,106286326,Enh832_NAMPT,0,1,0,0
7,106050919,106112576,Enh832_SYPL1,4,1,3,2
7,106050919,105876604,Enh832_ATXN7L1,0,0,0,0
7,106058689,106112576,Enh833_SYPL1,2,0,14,7
7,106058689,106286326,Enh833_NAMPT,0,0,3,1
7,106058689,105876604,Enh833_ATXN7L1,0,0,4,1
7,106065249,106286326,Enh834_NAMPT,1,1,1,1
7,106065249,106112576,Enh834_SYPL1,6,4,6,5
7,106065249,105876604,Enh834_ATXN7L1,0,0,0,1
7,106066129,106112576,Enh835_SYPL1,6,4,6,5
7,106066129,105876604,Enh835_ATXN7L1,0,0,0,1
7,106066129,106286326,Enh835_NAMPT,1,1,1,1
7,121797896,121396364,Enh836_FAM3C,1,0,1,0
7,121797896,122144255,Enh836_AASS,0,0,0,0
7,121797896,121325367,Enh836_WNT16,0,0,0,0
7,129825493,129611630,Enh838_AC078846.1,1,0,5,0
7,129825493,130051451,Enh838_ZC3HC1,0,0,0,1
7,129825493,129611720,Enh838_NRF1,1,0,5,0
7,129825493,130293134,Enh838_CPA4,0,0,1,0
7,129825493,130207770,Enh838_TMEM209,1,0,0,1
7,129825493,130070534,Enh838_KLHDC10,0,0,0,0
7,129825493,129952960,Enh838_UBE2H,1,0,4,4
7,149065288,149461062,Enh841_ZNF777,0,0,1,0
7,149065288,148884321,Enh841_EZH2,0,0,3,1
7,149065288,149497817,Enh841_ZNF746,0,0,0,0
7,149065288,149262171,Enh841_ZNF783,1,1,1,0
7,149065288,149028662,Enh841_PDIA4,7,0,5,5
7,149065288,149126416,Enh841_ZNF398,0,1,2,1
7,149065288,149090782,Enh841_ZNF786,0,0,5,3
7,149065288,149126324,Enh841_ZNF425,0,1,2,1
7,149065288,149239651,Enh841_ZNF212,1,1,1,2
7,149065288,148697914,Enh841_CUL1,3,0,0,0
7,149065288,149195546,Enh841_ZNF282,3,2,2,0
7,149065780,149461062,Enh842_ZNF777,0,0,1,0
7,149065780,149497817,Enh842_ZNF746,0,0,0,0
7,149065780,149126416,Enh842_ZNF398,0,1,2,1
7,149065780,149239651,Enh842_ZNF212,1,1,1,2
7,149065780,149195546,Enh842_ZNF282,3,2,2,0
7,149065780,149126324,Enh842_ZNF425,0,1,2,1
7,149065780,149028662,Enh842_PDIA4,7,0,5,5
7,149065780,149262171,Enh842_ZNF783,1,1,1,0
7,149065780,148697914,Enh842_CUL1,3,0,0,0
7,149065780,149090782,Enh842_ZNF786,0,0,5,3
7,149065780,148884321,Enh842_EZH2,0,0,3,1
7,149741768,149461062,Enh843_ZNF777,0,0,1,0
7,149741768,149872968,Enh843_ATP6V0E2,0,0,1,0
7,149741768,149262171,Enh843_ZNF783,1,1,0,1
7,149741768,149838375,Enh843_ZNF862,1,0,0,1
7,149741768,149497817,Enh843_ZNF746,5,0,1,1
7,149741768,149714781,Enh843_KRBA1,13,8,6,3
7,149742328,149714781,Enh844_KRBA1,13,8,6,3
7,149742328,149838375,Enh844_ZNF862,1,0,0,1
7,149742328,149262171,Enh844_ZNF783,1,1,0,1
7,149742328,149497817,Enh844_ZNF746,5,0,1,1
7,149742328,149872968,Enh844_ATP6V0E2,0,0,1,0
7,149742328,149461062,Enh844_ZNF777,0,0,1,0
7,151460137,151877125,Enh845_PRKAG2,0,0,1,0
7,151460137,151057210,Enh845_SLC4A2,0,3,1,0
7,151460137,151080866,Enh845_FASTK,0,0,1,0
7,151460137,151232489,Enh845_CHPF2,0,0,0,1
7,151460137,151277896,Enh845_SMARCD3,0,0,0,1
7,151460137,151057897,Enh845_CDK5,0,3,1,0
7,151460137,151083493,Enh845_TMUB1,0,0,0,0
7,151460137,151341699,Enh845_NUB1,1,1,0,0
7,151460137,151028422,Enh845_ABCB8,0,0,0,0
7,151460137,151240399,Enh845_AC021097.1,0,0,0,1
7,151460137,151085831,Enh845_AGAP3,0,0,0,0
7,151460137,151227205,Enh845_ABCF2,0,1,0,1
7,151460137,151520120,Enh845_RHEB,0,0,5,2
7,151539217,151085831,Enh846_AGAP3,2,1,0,0
7,151539217,151877125,Enh846_PRKAG2,0,0,2,1
7,151539217,151227205,Enh846_ABCF2,0,1,0,0
7,151539217,151057210,Enh846_SLC4A2,1,0,0,0
7,151539217,151057897,Enh846_CDK5,1,0,0,0
7,151539217,152025674,Enh846_GALNT11,0,0,0,1
7,151539217,151520120,Enh846_RHEB,0,0,4,7
7,151539217,151240399,Enh846_AC021097.1,0,0,1,2
7,151539217,151341699,Enh846_NUB1,0,1,1,1
7,151539217,151080866,Enh846_FASTK,0,0,0,0
7,151539217,151083493,Enh846_TMUB1,0,0,0,0
7,151539217,151232489,Enh846_CHPF2,0,0,0,0
7,151539217,151277896,Enh846_SMARCD3,0,0,0,0
7,154913893,155003448,Enh847_PAXIP1-AS1,0,0,3,2
7,154913893,155297776,Enh847_INSIG1,2,2,3,0
7,154913893,155003124,Enh847_PAXIP1,0,0,1,0
7,157272056,157335381,Enh848_DNAJB6,7,2,3,3
7,157272056,156893216,Enh848_LMBR1,0,0,0,1
7,157272056,156949712,Enh848_NOM1,0,1,1,0
7,157272056,157138916,Enh848_UBE3C,2,0,2,1
7,157310219,156893216,Enh849_LMBR1,0,0,2,0
7,157310219,156949712,Enh849_NOM1,0,1,2,0
7,157310219,157335381,Enh849_DNAJB6,0,1,3,2
7,157310219,157138916,Enh849_UBE3C,0,0,0,0
7,158977219,158856558,Enh850_WDR60,0,0,0,0
7,158977219,158704804,Enh850_NCAPG2,0,0,0,1
7,158977219,158587823,Enh850_PTPRN2,0,0,0,1
7,158977219,158830253,Enh850_ESYT2,0,0,0,2
8,11902492,11769639,Enh878_NEIL2,0,0,5,3
8,11902492,12115767,Enh878_FAM66D,0,0,0,0
8,11902492,11869448,Enh878_CTSB,0,0,2,3
8,11902492,12194133,Enh878_FAM86B1,0,0,0,0
8,11902492,12194467,Enh878_AC145124.1,0,0,0,0
8,11902492,11795573,Enh878_FDFT1,0,0,2,0
8,25064453,25184689,Enh887_DOCK5,0,0,0,0
8,25064453,25458476,Enh887_KCTD9,0,0,0,0
8,25064453,25459199,Enh887_CDCA2,0,0,0,0
8,26133906,26383054,Enh888_BNIP3L,0,0,4,0
8,26133906,26514031,Enh888_DPYSL2,0,0,0,1
8,26133906,26514092,Enh888_PNMA2,0,0,0,1
8,26133906,26291508,Enh888_PPP2R2A,0,0,8,3
8,26134364,26291508,Enh889_PPP2R2A,0,0,8,3
8,26134364,26383054,Enh889_BNIP3L,0,0,4,0
8,26134364,26514092,Enh889_PNMA2,0,0,0,1
8,26134364,26514031,Enh889_DPYSL2,0,0,0,1
8,26661962,26514092,Enh890_PNMA2,1,1,3,1
8,26661962,26514031,Enh890_DPYSL2,1,1,3,1
8,26661962,26383054,Enh890_BNIP3L,0,0,3,0
8,26661962,26291508,Enh890_PPP2R2A,0,0,1,1
8,41101218,41529218,Enh892_GINS4,0,0,2,0
8,41101218,41309473,Enh892_SFRP1,0,0,0,1
8,41101218,41577187,Enh892_GPAT4,0,0,0,0
8,41101218,41490396,Enh892_GOLGA7,0,0,4,2
8,42412531,42207676,Enh893_PLAT,0,0,2,1
8,42412531,42843325,Enh893_THAP1,0,0,1,1
8,42412531,42152946,Enh893_AP3M2,0,0,1,1
8,42412531,42896946,Enh893_HOOK3,0,0,0,0
8,42412531,42271302,Enh893_IKBKB,0,0,0,2
8,42412531,42541926,Enh893_SLC20A2,1,0,2,1
8,42412531,42338454,Enh893_POLB,0,0,3,0
8,42412531,42897290,Enh893_RNF170,0,0,0,0
8,42412531,42391624,Enh893_VDAC3,0,0,4,2
8,42412531,42051994,Enh893_KAT6A,0,0,1,0
8,42412531,42541155,Enh893_SMIM19,1,0,2,1
8,42805539,42391624,Enh894_VDAC3,1,1,1,2
8,42805539,43034194,Enh894_FNTA,1,0,0,0
8,42805539,42338454,Enh894_POLB,0,0,0,0
8,42805539,43140464,Enh894_HGSNAT,0,0,0,1
8,42805539,42843325,Enh894_THAP1,12,3,4,1
8,42805539,42541155,Enh894_SMIM19,4,2,0,2
8,42805539,43093506,Enh894_POMK,1,0,0,0
8,42805539,42897290,Enh894_RNF170,0,0,1,0
8,42805539,42896946,Enh894_HOOK3,0,0,1,0
8,42805539,42541926,Enh894_SLC20A2,4,2,0,2
8,53657973,53843558,Enh895_ATP6V1H,0,0,0,1
8,53657973,53851795,Enh895_RGS20,0,0,0,0
8,53657973,54022456,Enh895_TCEA1,0,0,0,0
8,53657973,54102017,Enh895_LYPLA1,0,0,1,0
8,53657973,54135241,Enh895_MRPL15,0,0,0,0
8,53657973,53524336,Enh895_AC022034.1,0,0,0,3
8,53693175,54135241,Enh896_MRPL15,2,1,0,0
