"Pair","Enh","Gene","Enh.Pos","Gene.Pos","Gene.TSS","Gene.Distance","Gene.Distance.Bin","Gene.Nearest","Gene.Upstream","Gene.Exp","nCells","Z","logfc","logfc.vst","P.SCEPTRE","P.NB","P.N50","P.N250","FDR.SCEPTRE","FDR.N50","FDR.N250","HitPermissive","HitCore","HitCategory"
"Enh274_BRI3BP","Enh274","BRI3BP","chr12:124720227-124721124","chr12:124993645-125031231","chr12:124993645",272969,"100-500kb",FALSE,TRUE,0.117278736709546,564,1.57541400636609,0.00310583132364703,0.00529483843899514,0.0962234945316094,0.115160913489725,0.1147904,0.158457918552036,0.751084435873088,0.720315073752013,0.994112652632959,FALSE,FALSE,"ns (n=7601)"
"Enh274_AACS","Enh274","AACS","chr12:124720227-124721124","chr12:125065434-125143333","chr12:125065434",344758,"100-500kb",FALSE,TRUE,0.147769700809501,564,0.941611155720061,-0.00398138884269791,-0.00676273293480589,0.348552034451974,0.346391756141271,0.3485312,0.396828959276018,0.910977360316815,0.910790240743198,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh274_TMEM132B","Enh274","TMEM132B","chr12:124720227-124721124","chr12:125186836-125662377","chr12:125186836",466160,"100-500kb",FALSE,TRUE,0.0182203342830838,564,0.651866502669908,-0.00240000402516041,-0.00584981814727992,0.521833421792039,0.514487295840191,0.5178944,0.557354570135747,0.947156074023655,0.943425110325581,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh275_NCOR2","Enh275","NCOR2","chr12:124745920-124746295","chr12:124324415-124567589","chr12:124567589",178519,"100-500kb",FALSE,FALSE,0.796933617369194,451,0.925891478326798,0.000408929307203598,0.00414201469493913,0.348839950577132,0.354502380342233,0.3566912,0.404865158371041,0.910977360316815,0.91206636631579,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh275_SCARB1","Enh275","SCARB1","chr12:124745920-124746295","chr12:124776856-124882668","chr12:124882668",136560,"100-500kb",FALSE,TRUE,0.0592668930994901,451,-1.24936798043096,-0.00468067488977429,-0.0122841422920004,0.206102073602265,0.211530514133501,0.2117952,0.261758552036199,0.858442077521093,0.837053666105888,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh275_UBC","Enh275","UBC","chr12:124745920-124746295","chr12:124911604-124917368","chr12:124917368",171260,"100-500kb",FALSE,TRUE,2.31683289884786,451,-1.73552327180056,0.00137641336032379,0.00226975079635539,0.0884954695083361,0.082648163152904,0.0820032,0.12169556561086,0.731298427753774,0.649247784489796,0.963506013851695,FALSE,FALSE,"ns (n=7601)"
"Enh275_DHX37","Enh275","DHX37","chr12:124745920-124746295","chr12:124946825-124989131","chr12:124989131",243023,"100-500kb",FALSE,TRUE,0.261104776270004,451,-0.0860823543644104,-0.00415745395772826,-0.00258259696398599,0.931927222742677,0.93140095072746,0.931872,0.938226968325792,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh275_BRI3BP","Enh275","BRI3BP","chr12:124745920-124746295","chr12:124993645-125031231","chr12:124993645",247537,"100-500kb",FALSE,TRUE,0.117278736709546,451,0.409923110899488,0.00136820361495808,0.0150914973378267,0.630396241272059,0.681862351457857,0.6847872,0.712254841628959,0.966229154921439,0.973379907985348,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh275_AACS","Enh275","AACS","chr12:124745920-124746295","chr12:125065434-125143333","chr12:125065434",319326,"100-500kb",FALSE,TRUE,0.147769700809501,451,0.72452690332697,0.00204724711674148,0.0146733937184383,0.469916563778029,0.468742316634087,0.4712128,0.514484705882353,0.939271341225087,0.933138069349532,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh275_TMEM132B","Enh275","TMEM132B","chr12:124745920-124746295","chr12:125186836-125662377","chr12:125186836",440728,"100-500kb",FALSE,TRUE,0.0182203342830838,451,-0.430780970926403,-0.00425511465237803,-0.00543658725067653,0.672034146359435,0.66662763713199,0.6695232,0.69799963800905,0.970684150329474,0.971882071798695,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_NCOR2","Enh276","NCOR2","chr12:124752408-124752898","chr12:124324415-124567589","chr12:124567589",185064,"100-500kb",FALSE,FALSE,0.796933617369194,376,-0.0330704262861468,-0.0337691475861123,-0.0596293993975563,0.973782843334181,0.973618426249703,0.9739904,0.97625628959276,0.997335943255793,0.997823734736842,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_SCARB1","Enh276","SCARB1","chr12:124752408-124752898","chr12:124776856-124882668","chr12:124882668",130015,"100-500kb",FALSE,TRUE,0.0592668930994901,376,0.753737246858901,0.000814206216057087,0.0116319577999449,0.450509975013645,0.451007011685347,0.4532224,0.497822986425339,0.932156736915975,0.933020058795436,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_UBC","Enh276","UBC","chr12:124752408-124752898","chr12:124911604-124917368","chr12:124917368",164715,"100-500kb",FALSE,TRUE,2.31683289884786,376,-0.645234729981891,0.00445390268376178,0.00645848158680984,0.385372495652941,0.518775082959607,0.5222144,0.561259728506787,0.923680860286852,0.943425110325581,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_DHX37","Enh276","DHX37","chr12:124752408-124752898","chr12:124946825-124989131","chr12:124989131",236478,"100-500kb",FALSE,TRUE,0.261104776270004,376,-0.340927819870648,-0.00437839900722664,-0.0178161213873289,0.731276250304719,0.733157920903257,0.734528,0.758900995475113,0.981336854507167,0.982413163190184,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_BRI3BP","Enh276","BRI3BP","chr12:124752408-124752898","chr12:124993645-125031231","chr12:124993645",240992,"100-500kb",FALSE,TRUE,0.117278736709546,376,0.354220693985965,-0.00442136811968634,-0.0226087241769548,0.719049841313679,0.723173496160116,0.7248768,0.749862805429864,0.978547811754617,0.982413163190184,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_AACS","Enh276","AACS","chr12:124752408-124752898","chr12:125065434-125143333","chr12:125065434",312781,"100-500kb",FALSE,TRUE,0.147769700809501,376,0.967502828850123,-0.0030433349587228,0.0021360862644868,0.335852596592398,0.333292727781248,0.3347136,0.384066606334842,0.907781295998323,0.908834293667362,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh276_TMEM132B","Enh276","TMEM132B","chr12:124752408-124752898","chr12:125186836-125662377","chr12:125186836",434183,"100-500kb",FALSE,TRUE,0.0182203342830838,376,-0.121838341712161,-0.00317125773478021,-0.0108904309170541,0.920491470374755,0.903027047844102,0.9033984,0.912771764705882,0.996316083097935,0.994137741461354,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh278_SCARB1","Enh278","SCARB1","chr12:125183252-125183495","chr12:124776856-124882668","chr12:124882668",300706,"100-500kb",FALSE,FALSE,0.0592668930994901,112,0.00846789898106311,-0.00101535037005215,0.0043984744157313,0.993447474649787,0.993243674884736,0.9931904,0.993911312217195,0.999719760437157,0.999499453066495,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh278_UBC","Enh278","UBC","chr12:125183252-125183495","chr12:124911604-124917368","chr12:124917368",266006,"100-500kb",FALSE,FALSE,2.31683289884786,112,-0.0679061095425071,0.0214720063353089,0.0248520199968647,0.925937157535098,0.945860375270362,0.9461952,0.951193484162896,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh278_DHX37","Enh278","DHX37","chr12:125183252-125183495","chr12:124946825-124989131","chr12:124989131",194243,"100-500kb",FALSE,FALSE,0.261104776270004,112,1.15374201712199,0.0357678143495986,0.100203617313491,0.226447894748087,0.248605952232135,0.2497728,0.299989140271493,0.874660716392463,0.86209393024911,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh278_BRI3BP","Enh278","BRI3BP","chr12:125183252-125183495","chr12:124993645-125031231","chr12:124993645",189729,"100-500kb",FALSE,FALSE,0.117278736709546,112,1.01592487474608,0.00332934139112222,0.016818073828145,0.321413169549269,0.309665162488718,0.3109376,0.360818099547511,0.902197664702939,0.895353613963636,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh278_AACS","Enh278","AACS","chr12:125183252-125183495","chr12:125065434-125143333","chr12:125065434",117940,"100-500kb",FALSE,FALSE,0.147769700809501,112,0.00719723274039105,-0.0052685972890594,0.00136982359695337,0.994205850172689,0.994257488693146,0.9943744,0.99483221719457,0.999719760437157,0.999499453066495,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh278_TMEM132B","Enh278","TMEM132B","chr12:125183252-125183495","chr12:125186836-125662377","chr12:125186836",3462,"2-10kb",TRUE,TRUE,0.0182203342830838,112,-0.492865342754315,-0.00826706825507246,-0.0269151702602124,0.664891342685918,0.622107736900602,0.6256704,0.657004886877828,0.970684150329474,0.966762476303788,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh280_RASSF8-AS1","Enh280","RASSF8-AS1","chr12:26114013-26114832","chr12:25936683-25959765","chr12:25959765",154657,"100-500kb",FALSE,FALSE,0.113740449900186,621,1.17204904329507,0.005267428234643,0.0238804581314147,0.248907815292143,0.241177366536055,0.2424704,0.292225158371041,0.883714295547475,0.857050883492497,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh280_RASSF8","Enh280","RASSF8","chr12:26114013-26114832","chr12:25959029-26079892","chr12:25959029",155393,"100-500kb",FALSE,FALSE,0.192641786647739,621,0.0735043198854643,-0.00520102909182302,-0.0138907395197254,0.943423837102544,0.94140480660462,0.9418944,0.947208687782805,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh280_BHLHE41","Enh280","BHLHE41","chr12:26114013-26114832","chr12:26120030-26125037","chr12:26125037",10615,"10-50kb",FALSE,TRUE,0.191744080282988,621,-2.10744727392705,-0.000526803238271506,0.000882524872968138,0.474183901683584,0.0350788275021213,0.035104,0.063390407239819,0.93947737969564,0.503143037681159,0.900560244726276,FALSE,FALSE,"ns (n=7601)"
"Enh280_SSPN","Enh280","SSPN","chr12:26114013-26114832","chr12:26121991-26299290","chr12:26121991",7569,"2-10kb",TRUE,TRUE,0.106182350175091,621,-0.67008536551158,-0.00556961324803708,-0.0195846217973008,0.529072135494912,0.502803373429111,0.5057984,0.546486153846154,0.94744637388721,0.940356759561278,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_HDAC7","Enh282","HDAC7","chr12:48296587-48296901","chr12:47782722-47833132","chr12:47833132",463612,"100-500kb",FALSE,FALSE,0.28609021339285,222,-1.71219363296939,-0.0325056892336701,-0.0950798071189692,0.0570920286671219,0.0868609904212755,0.0860864,0.126554932126697,0.660540810143596,0.661030287058823,0.967485313712956,FALSE,FALSE,"ns (n=7601)"
"Enh282_TMEM106C","Enh282","TMEM106C","chr12:48296587-48296901","chr12:47963569-47968878","chr12:47963569",333175,"100-500kb",FALSE,FALSE,0.279348772054814,222,0.0644714765096413,-0.00907202112419231,-0.0357846567352222,0.943485709155314,0.948594818295488,0.9489664,0.953633303167421,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_SENP1","Enh282","SENP1","chr12:48296587-48296901","chr12:48042897-48106079","chr12:48106079",190665,"100-500kb",FALSE,FALSE,0.0950620921509769,222,-0.763057570547758,0.00184013550610969,0.0258858165911915,0.425165815958875,0.445429062643766,0.4474688,0.492556742081448,0.92836722803173,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_PFKM","Enh282","PFKM","chr12:48296587-48296901","chr12:48105139-48146404","chr12:48105139",191605,"100-500kb",FALSE,FALSE,0.223547081965268,222,0.370683249565791,0.00990005264009586,0.0311964728430038,0.689057183922076,0.710873467827412,0.7132288,0.73857592760181,0.974079218920801,0.981262647177491,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_ASB8","Enh282","ASB8","chr12:48296587-48296901","chr12:48147789-48181213","chr12:48181213",115531,"100-500kb",FALSE,FALSE,0.260811465210482,222,-2.35294781281089,-0.0332885536408969,-0.0923814775655735,0.0131175975406203,0.018625247883541,0.0191936,0.0402302262443439,0.422936806356376,0.393199096569921,0.82073869424693,FALSE,FALSE,"ns (n=7601)"
"Enh282_ZNF641","Enh282","ZNF641","chr12:48296587-48296901","chr12:48337180-48351414","chr12:48351414",54670,"50-100kb",FALSE,TRUE,0.0305598546967168,222,-0.229050379942876,-0.00422710008217633,0.00375989398962426,0.812300250568547,0.818829759270021,0.8199168,0.836455384615385,0.991061865389576,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_KANSL2","Enh282","KANSL2","chr12:48296587-48296901","chr12:48653401-48682238","chr12:48682238",385494,"100-500kb",FALSE,TRUE,0.151147257990677,222,-0.187260062079606,0.0070023637378831,0.013013601179497,0.848904318487843,0.851456734879656,0.852096,0.866471674208145,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_CCNT1","Enh282","CCNT1","chr12:48296587-48296901","chr12:48688458-48716998","chr12:48716998",420254,"100-500kb",FALSE,TRUE,0.159948492037906,222,-0.746037213434038,-0.0165463814920027,-0.0464906744481257,0.417860792194402,0.455644935474635,0.4581056,0.502205972850679,0.927692645326227,0.933138069349532,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh282_ADCY6","Enh282","ADCY6","chr12:48296587-48296901","chr12:48766194-48789037","chr12:48789037",492293,"100-500kb",FALSE,TRUE,0.112081562695776,222,-0.104923449792111,-0.00758175065355582,-0.0223431405829012,0.913547499215373,0.916436551426222,0.916736,0.924739185520362,0.996316083097935,0.996275856797667,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh283_LUM","Enh283","LUM","chr12:91381415-91381775","chr12:91102629-91111494","chr12:91111494",270101,"100-500kb",FALSE,FALSE,0.185281918986436,211,-0.547352171197069,0.0123249844190887,0.0767598037258737,0.797379872027307,0.584136807736799,0.5875456,0.621930859728507,0.987281803781474,0.959089435086243,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh283_DCN","Enh283","DCN","chr12:91381415-91381775","chr12:91140484-91182824","chr12:91182824",198771,"100-500kb",FALSE,FALSE,0.44728172180483,211,1.5100449653174,0.0194012252991382,0.0508243442038379,0.469938309915683,0.131031950951609,0.1310144,0.176189683257919,0.939271341225087,0.748006423546726,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh286_EFNB2","Enh286","EFNB2","chr13:106917666-106918350","chr13:106489745-106535662","chr13:106535662",382346,"100-500kb",FALSE,FALSE,0.349773074919234,554,-0.394205358271972,-0.00561691609140907,-0.00729040100011114,0.767152863978686,0.693429430012279,0.6959424,0.722675837104072,0.98589231589524,0.974696224115523,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh286_ARGLU1","Enh286","ARGLU1","chr13:106917666-106918350","chr13:106541673-106568137","chr13:106568137",349871,"100-500kb",FALSE,FALSE,0.83104695207293,554,-0.58342409274757,0.00460636091769651,0.00812740896825703,0.550679387276977,0.559607842861889,0.56288,0.599041447963801,0.949692172473396,0.954978059191257,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh287_MPHOSPH8","Enh287","MPHOSPH8","chr13:20118999-20119450","chr13:19633659-19673441","chr13:19633659",485565,"100-500kb",FALSE,FALSE,0.672640263504274,310,0.158776575099893,-0.00426761737088099,-0.0012422616665333,0.879206860755458,0.873844905029414,0.8743808,0.886444886877828,0.994628764695239,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh287_PSPC1","Enh287","PSPC1","chr13:20118999-20119450","chr13:19674752-19783019","chr13:19783019",336205,"100-500kb",FALSE,FALSE,0.225661636480898,310,2.30924778011586,0.0249465041999813,0.061691512234177,0.0225970154576114,0.0209298355733772,0.0215104,0.0436358371040724,0.502378919586266,0.410071728746929,0.831868452310805,FALSE,FALSE,"ns (n=7601)"
"Enh287_ZMYM5","Enh287","ZMYM5","chr13:20118999-20119450","chr13:19823482-19863649","chr13:19863649",255575,"100-500kb",FALSE,FALSE,0.162834338742349,310,0.176603724450161,0.00392630187904627,0.0201112807062609,0.857333898828241,0.859819668384528,0.8602752,0.87393592760181,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh287_ZMYM2","Enh287","ZMYM2","chr13:20118999-20119450","chr13:19958670-20091829","chr13:19958670",160554,"100-500kb",FALSE,FALSE,0.238257107388393,310,0.278615083092639,-0.00222133392395008,0.00232356421543478,0.767288236719821,0.780540236266201,0.7820416,0.801946063348416,0.98589231589524,0.988074668056008,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh287_CRYL1","Enh287","CRYL1","chr13:20118999-20119450","chr13:20403666-20525873","chr13:20525873",406649,"100-500kb",FALSE,TRUE,0.080289486655837,310,1.05520119873269,0.0093248960183018,0.0413903160205261,0.295762126855323,0.291333316044442,0.2926784,0.342621538461538,0.895804736985845,0.886535351014041,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh287_IFT88","Enh287","IFT88","chr13:20118999-20119450","chr13:20567069-20691437","chr13:20567069",447845,"100-500kb",FALSE,TRUE,0.142776107959455,310,0.325611438427644,0.00483841729232715,0.017736118553038,0.743305697979456,0.7447183568445,0.7460096,0.769158371040724,0.981516664403365,0.982631957831123,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh288_LATS2","Enh288","LATS2","chr13:21477073-21477307","chr13:20973036-21061586","chr13:21061586",415604,"100-500kb",FALSE,FALSE,0.374678580514371,177,-1.09616509857625,-0.0212504776817421,-0.0434113509376628,0.283907943357823,0.273006530212712,0.2744832,0.324517647058824,0.895804736985845,0.874267302463054,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh288_SAP18","Enh288","SAP18","chr13:21477073-21477307","chr13:21140514-21149084","chr13:21140514",336676,"100-500kb",FALSE,FALSE,1.13905383680187,177,-1.39961060502591,-0.0126983445632562,-0.0189393492918639,0.101093712347352,0.161629956499694,0.1611008,0.209362533936652,0.757803041180754,0.794143016010165,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh288_MRPL57","Enh288","MRPL57","chr13:21477073-21477307","chr13:21176658-21179084","chr13:21176658",300532,"100-500kb",FALSE,FALSE,0.727884590542902,177,-1.35167897542274,-0.0186665729809244,-0.0314679135355638,0.146291504329723,0.176478033690688,0.1763456,0.225233665158371,0.812541330233259,0.804569278128655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh288_ZDHHC20","Enh288","ZDHHC20","chr13:21477073-21477307","chr13:21372573-21459370","chr13:21459370",17820,"10-50kb",TRUE,FALSE,0.206843566488417,177,-1.52395704399576,-0.0289777537672329,-0.0858534710097906,0.119220188518278,0.127519442117333,0.1275456,0.172349683257919,0.790991908845807,0.743857427027027,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh288_MICU2","Enh288","MICU2","chr13:21477073-21477307","chr13:21492691-21604181","chr13:21604181",126991,"100-500kb",FALSE,TRUE,0.269695575542828,177,0.440189673084459,-0.000491923063065225,0.00193320114874451,0.625810775294869,0.65979973857395,0.6626304,0.691716923076923,0.966229154921439,0.971023613293051,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh291_WASF3","Enh291","WASF3","chr13:27022591-27023383","chr13:26557683-26688948","chr13:26557683",465304,"100-500kb",FALSE,FALSE,0.0685959645830791,843,-0.651096192669482,-0.00223053587810647,-0.000988332396161973,0.530338395080605,0.514984394089719,0.5184704,0.557820814479638,0.94744637388721,0.943425110325581,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh291_USP12","Enh291","USP12","chr13:27022591-27023383","chr13:27066156-27171811","chr13:27171811",148824,"100-500kb",FALSE,TRUE,0.15787249151859,843,0.975090155163817,-0.00168889111992265,-0.00278339161028129,0.346319885939156,0.329515541588617,0.3308032,0.380339547511312,0.910977360316815,0.905043028490832,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh291_RPL21","Enh291","RPL21","chr13:27022591-27023383","chr13:27251309-27256691","chr13:27251309",228322,"100-500kb",FALSE,TRUE,2.79056538343961,843,0.789894392031231,0.0226102299958835,0.0255068745793467,0.401267034638465,0.429589446752106,0.4313792,0.477254660633484,0.926182814072172,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh291_GTF3A","Enh291","GTF3A","chr13:27022591-27023383","chr13:27424619-27435823","chr13:27424619",401632,"100-500kb",FALSE,TRUE,0.724542636425829,843,-0.52373382828265,-0.017495953687411,-0.0346778254425795,0.633677234496015,0.60046368351647,0.604064,0.637169230769231,0.966229154921439,0.964725193011305,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh291_MTIF3","Enh291","MTIF3","chr13:27022591-27023383","chr13:27435643-27450591","chr13:27450591",427604,"100-500kb",FALSE,TRUE,0.773683661755452,843,-1.74446235796267,0.0018313015483582,0.00359926653517695,0.0645112291654277,0.0810784996530283,0.0804928,0.119924705882353,0.682420684368893,0.643196328733265,0.958286089537772,FALSE,FALSE,"ns (n=7601)"
"Enh292_USP12","Enh292","USP12","chr13:27264215-27264458","chr13:27066156-27171811","chr13:27171811",92525,"50-100kb",FALSE,FALSE,0.15787249151859,162,0.0162511322227681,-0.00998994078920248,-0.00942285809770937,0.986896559452018,0.987034043223081,0.986976,0.988475656108597,0.999531512247986,0.999499453066495,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh292_RPL21","Enh292","RPL21","chr13:27264215-27264458","chr13:27251309-27256691","chr13:27251309",13027,"10-50kb",FALSE,FALSE,2.79056538343961,162,-0.219120041163659,0.0277465055504678,0.0310465177908616,0.810724689988271,0.826556539512109,0.8275712,0.843618461538462,0.991061865389576,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh292_GTF3A","Enh292","GTF3A","chr13:27264215-27264458","chr13:27424619-27435823","chr13:27424619",160283,"100-500kb",FALSE,TRUE,0.724542636425829,162,-1.73109892508732,-0.0451688664565884,-0.0909897707569043,0.0774463216480764,0.0834341220609903,0.0828544,0.122620814479638,0.713225023015211,0.653320416260163,0.966885060515763,FALSE,FALSE,"ns (n=7601)"
"Enh292_MTIF3","Enh292","MTIF3","chr13:27264215-27264458","chr13:27435643-27450591","chr13:27450591",186255,"100-500kb",FALSE,TRUE,0.773683661755452,162,1.23336619740023,0.0281841167059403,0.054468004605623,0.206550415164303,0.217439170460947,0.2176832,0.267753122171946,0.859670004544704,0.837053666105888,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh292_LNX2","Enh292","LNX2","chr13:27264215-27264458","chr13:27545913-27620529","chr13:27620529",356193,"100-500kb",FALSE,TRUE,0.0337095337641054,162,-1.36667242460436,-0.0090538722242698,-0.0125231268746619,0.161311744536415,0.171728004910652,0.171424,0.220209230769231,0.832746391123117,0.79935315027027,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh292_POLR1D","Enh292","POLR1D","chr13:27264215-27264458","chr13:27620742-27744237","chr13:27620742",356406,"100-500kb",FALSE,TRUE,0.714966564746705,162,1.31162326922709,0.0442849970365552,0.062631975337446,0.18973642251904,0.189647277823856,0.1894848,0.238872036199095,0.84869733736861,0.819143837603993,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh293_USP12","Enh293","USP12","chr13:27289814-27290198","chr13:27066156-27171811","chr13:27171811",118195,"100-500kb",FALSE,FALSE,0.15787249151859,300,-0.0492076198479793,-0.00305352433993045,-0.00964654433265222,0.961057612514345,0.960753838864262,0.9611456,0.964597285067873,0.997335943255793,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh293_RPL21","Enh293","RPL21","chr13:27289814-27290198","chr13:27251309-27256691","chr13:27251309",38697,"10-50kb",FALSE,FALSE,2.79056538343961,300,-0.163146864172376,0.0119776967860941,0.013028344977867,0.859836446745482,0.870402801791924,0.870976,0.883402714932127,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh293_GTF3A","Enh293","GTF3A","chr13:27289814-27290198","chr13:27424619-27435823","chr13:27424619",134613,"100-500kb",FALSE,TRUE,0.724542636425829,300,-0.0183727260175331,-0.0261343328591542,-0.0544181360384424,0.985198475393211,0.985341510254842,0.9853504,0.987021900452489,0.999531512247986,0.99899826912322,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh293_MTIF3","Enh293","MTIF3","chr13:27289814-27290198","chr13:27435643-27450591","chr13:27450591",160585,"100-500kb",FALSE,TRUE,0.773683661755452,300,0.781588112468264,0.0259574086893087,0.0296311983754771,0.422880004292626,0.434456675318806,0.4363136,0.482037285067873,0.92836722803173,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh293_LNX2","Enh293","LNX2","chr13:27289814-27290198","chr13:27545913-27620529","chr13:27620529",330523,"100-500kb",FALSE,TRUE,0.0337095337641054,300,-0.676120213768511,-0.00155000247230296,-0.00134982333312325,0.495514366796712,0.498964323794114,0.5020608,0.543002352941176,0.940253355826777,0.940356759561278,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh293_POLR1D","Enh293","POLR1D","chr13:27289814-27290198","chr13:27620742-27744237","chr13:27620742",330736,"100-500kb",FALSE,TRUE,0.714966564746705,300,0.144283275832029,0.0211115297974156,0.0287260952753079,0.885371874364473,0.885276784072667,0.8853696,0.896790588235294,0.994628764695239,0.99323090128557,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh294_UBL3","Enh294","UBL3","chr13:30113003-30113214","chr13:29764371-29850617","chr13:29850617",262491,"100-500kb",FALSE,FALSE,0.533438837304107,257,-0.4695925806991,-0.0108776126626116,-0.0231717782410525,0.644026481923234,0.638646126412494,0.641664,0.672430045248869,0.966229154921439,0.968953998548233,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh294_KATNAL1","Enh294","KATNAL1","chr13:30113003-30113214","chr13:30202630-30307551","chr13:30307551",194443,"100-500kb",FALSE,TRUE,0.468081747038777,257,-0.311979441319815,-0.00285248443977432,-0.0146153783000265,0.744183565062134,0.755056147566571,0.7565632,0.778573031674208,0.981615013295106,0.982704319786096,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh295_UBL3","Enh295","UBL3","chr13:30115007-30115259","chr13:29764371-29850617","chr13:29850617",264516,"100-500kb",FALSE,FALSE,0.533438837304107,276,-0.782578897376654,-0.0201626420605895,-0.0335472290845966,0.447982113805954,0.433874437613392,0.4357504,0.48145520361991,0.930677565571241,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh295_KATNAL1","Enh295","KATNAL1","chr13:30115007-30115259","chr13:30202630-30307551","chr13:30307551",192418,"100-500kb",FALSE,TRUE,0.468081747038777,276,-0.445032417259519,-0.0280432915282343,-0.0445727044956463,0.659312644628685,0.656296327342731,0.659168,0.68852850678733,0.97060755884737,0.969984099450445,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh296_KATNAL1","Enh296","KATNAL1","chr13:30408325-30408722","chr13:30202630-30307551","chr13:30307551",100973,"100-500kb",FALSE,FALSE,0.468081747038777,255,0.175029125016141,-0.0148230361074257,-0.0384776000620133,0.859965855859398,0.861056748369744,0.8616448,0.875034932126697,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
