chr,start,end,id,abs_summit,pileup,-LOG10(pvalue),fold_enrichment,-LOG10(qvalue),name,GENCODE32,Full.Brain,Rizz.Brain,Song.Cult,Trev.HCS,TAD,PE,cpm,high.cpm,nRep
chr11,124717965,124718565,chr11:124717965-124718565,124718034,80,71.23021,15.25843,68.81423,NHA_ATAC_S3.filtered.BAM_peak_48238,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3.38404107379853,TRUE,2
chr11,128451672,128452129,chr11:128451672-128452129,128451823,160,112.29425,11.35947,109.66986,NHA_ATAC_S3.filtered.BAM_peak_48638,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6.76808214759707,TRUE,4
chr11,130601158,130601466,chr11:130601158-130601466,130601254,224,254.96365,30.54052,251.73503,NHA_ATAC_S3.filtered.BAM_peak_48921,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9.47531500663589,TRUE,2
chr11,130873067,130873277,chr11:130873067-130873277,130873156,101,65.29287,9.48777,62.91123,NHA_ATAC_S3.filtered.BAM_peak_48974,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4.27235185567065,TRUE,2
chr12,110100293,110100527,chr12:110100293-110100527,110100402,137,143.0014,23.15422,140.23886,NHA_ATAC_S3.filtered.BAM_peak_59904,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.79517033887999,TRUE,2
chr12,124698204,124698667,chr12:124698204-124698667,124698345,130,68.65002,7.35962,66.24798,NHA_ATAC_S3.filtered.BAM_peak_61695,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.49906674492262,TRUE,2
chr12,26114013,26114832,chr12:26114013-26114832,26114300,403,407.1268,24.76994,403.27652,NHA_ATAC_S3.filtered.BAM_peak_51895,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.0471069092601,TRUE,4
chr12,47651764,47651957,chr12:47651764-47651957,47651864,143,177.29443,33.82293,174.38562,NHA_ATAC_S3.filtered.BAM_peak_53328,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6.04897341941488,TRUE,2
chr12,48296587,48296901,chr12:48296587-48296901,48296724,366,504.62085,53.60743,500.35638,NHA_ATAC_S3.filtered.BAM_peak_53422,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,15.4819879126283,TRUE,3
chr12,91381415,91381775,chr12:91381415-91381775,91381498,95,106.35267,24.38985,103.75659,NHA_ATAC_S3.filtered.BAM_peak_57835,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.01854877513576,TRUE,4
chr12,91382118,91382316,chr12:91382118-91382316,91382243,67,66.39196,17.52758,64.00356,NHA_ATAC_S3.filtered.BAM_peak_57836,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.83413439930627,TRUE,4
chr12,105922726,105923179,chr12:105922726-105923179,105922837,269,345.71896,42.28212,342.1214,NHA_ATAC_S3.filtered.BAM_peak_59403,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11.3788381106476,TRUE,2
chr12,105934273,105934641,chr12:105934273-105934641,105934420,369,470.59546,43.50278,466.47647,NHA_ATAC_S3.filtered.BAM_peak_59404,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,15.6088894528957,TRUE,2
chr12,110224361,110224923,chr12:110224361-110224923,110224497,73,74.5767,18.9891,72.1423,NHA_ATAC_S3.filtered.BAM_peak_59920,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3.08793747984116,TRUE,2
chr12,110269655,110269859,chr12:110269655-110269859,110269750,164,148.67383,17.97696,145.88669,NHA_ATAC_S3.filtered.BAM_peak_59925,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6.93728420128699,TRUE,2
chr12,111636244,111636703,chr12:111636244-111636703,111636461,82,75.20411,16.16418,72.76575,NHA_ATAC_S3.filtered.BAM_peak_60095,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.4686421006435,TRUE,3
chr12,112116617,112116857,chr12:112116617-112116857,112116724,202,189.16023,19.69408,186.20158,NHA_ATAC_S3.filtered.BAM_peak_60143,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.5447037113413,TRUE,4
chr12,112117066,112117290,chr12:112117066-112117290,112117206,157,113.32412,11.87177,110.69478,NHA_ATAC_S3.filtered.BAM_peak_60144,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6.64118060732962,TRUE,2
chr12,120317314,120317901,chr12:120317314-120317901,120317648,403,513.68536,43.93317,509.38193,NHA_ATAC_S3.filtered.BAM_peak_60944,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.0471069092601,TRUE,4
chr12,120584474,120584561,chr12:120584474-120584561,120584531,50,14.74174,3.61051,12.78745,NHA_ATAC_S3.filtered.BAM_peak_61001,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2.11502567112408,TRUE,3
chr12,120584657,120584808,chr12:120584657-120584808,120584747,76,32.58663,5.43279,30.43232,NHA_ATAC_S3.filtered.BAM_peak_61002,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.21483902010861,TRUE,3
chr12,121129048,121129159,chr12:121129048-121129159,121129107,55,19.59604,4.32196,17.57646,NHA_ATAC_S3.filtered.BAM_peak_61086,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.32652823823649,TRUE,2
chr12,122898881,122899062,chr12:122898881-122899062,122898950,138,123.32448,17.0572,120.64938,NHA_ATAC_S3.filtered.BAM_peak_61409,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.83747085230247,TRUE,2
chr12,124655122,124655227,chr12:124655122-124655227,124655171,74,40.28075,7.17635,38.06353,NHA_ATAC_S3.filtered.BAM_peak_61679,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.13023799326364,TRUE,3
chr12,124655382,124655511,chr12:124655382-124655511,124655471,79,44.71252,7.61994,42.46315,NHA_ATAC_S3.filtered.BAM_peak_61680,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.34174056037605,TRUE,4
chr12,124655728,124656334,chr12:124655728-124656334,124655859,215,205.17699,20.62503,202.15234,NHA_ATAC_S3.filtered.BAM_peak_61681,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.09461038583356,TRUE,4
chr12,124664061,124664340,chr12:124664061-124664340,124664227,62,52.65826,13.23171,50.35406,NHA_ATAC_S3.filtered.BAM_peak_61683,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.62263183219386,TRUE,2
chr12,124675893,124676245,chr12:124675893-124676245,124676037,101,88.24959,15.5091,85.74268,NHA_ATAC_S3.filtered.BAM_peak_61687,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.27235185567065,TRUE,4
chr12,124676369,124676548,chr12:124676369-124676548,124676473,87,67.33616,12.26283,64.94186,NHA_ATAC_S3.filtered.BAM_peak_61688,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.68014466775591,TRUE,4
chr12,124685045,124685564,chr12:124685045-124685564,124685346,97,51.92502,7.27331,49.62637,NHA_ATAC_S3.filtered.BAM_peak_61691,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4.10314980198072,TRUE,3
chr12,124701254,124701497,chr12:124701254-124701497,124701364,340,357.25104,26.71164,353.60666,NHA_ATAC_S3.filtered.BAM_peak_61696,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,14.3821745636438,TRUE,2
chr12,124713439,124713967,chr12:124713439-124713967,124713799,75,59.79639,12.49661,57.44683,NHA_ATAC_S3.filtered.BAM_peak_61698,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3.17253850668612,TRUE,2
chr12,124720227,124721124,chr12:124720227-124721124,124720502,118,115.08933,19.62312,112.45185,NHA_ATAC_S3.filtered.BAM_peak_61699,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4.99146058385284,TRUE,2
chr12,124745920,124746295,chr12:124745920-124746295,124746158,297,336.76297,31.48419,333.20203,NHA_ATAC_S3.filtered.BAM_peak_61705,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.5632524864771,TRUE,4
chr12,124752408,124752898,chr12:124752408-124752898,124752782,136,119.0961,16.38389,116.4402,NHA_ATAC_S3.filtered.BAM_peak_61707,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,5.75286982545751,TRUE,2
chr12,124771908,124772083,chr12:124771908-124772083,124771994,109,75.87854,10.7259,73.43693,NHA_ATAC_S3.filtered.BAM_peak_61715,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4.6107559630505,TRUE,2
chr12,125183252,125183495,chr12:125183252-125183495,125183374,225,217.96539,21.39357,214.88835,NHA_ATAC_S3.filtered.BAM_peak_61779,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.51761552005837,TRUE,3
chr12,125891028,125891300,chr12:125891028-125891300,125891184,279,350.14917,40.0607,346.53345,NHA_ATAC_S3.filtered.BAM_peak_61799,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11.8018432448724,TRUE,2
chr13,30408325,30408722,chr13:30408325-30408722,30408491,242,263.66507,27.92894,260.40106,NHA_ATAC_S3.filtered.BAM_peak_63328,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.2367242482406,TRUE,4
chr13,20118999,20119450,chr13:20118999-20119450,20119313,233,245.2171,25.70136,242.02795,NHA_ATAC_S3.filtered.BAM_peak_62405,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.85601962743823,TRUE,3
chr13,21477073,21477307,chr13:21477073-21477307,21477164,124,125.67746,21.37808,122.99158,NHA_ATAC_S3.filtered.BAM_peak_62543,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.24526366438773,TRUE,4
chr13,25085297,25085437,chr13:25085297-25085437,25085335,52,55.3161,18.0873,52.99451,NHA_ATAC_S3.filtered.BAM_peak_62833,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.19962669796905,TRUE,4
chr13,27006538,27006705,chr13:27006538-27006705,27006620,118,140.80472,29.54854,138.05168,NHA_ATAC_S3.filtered.BAM_peak_62998,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99146058385284,TRUE,3
chr13,27022591,27023383,chr13:27022591-27023383,27023215,146,133.23164,17.9053,130.51215,NHA_ATAC_S3.filtered.BAM_peak_63003,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6.17587495968232,TRUE,3
chr13,27264215,27264458,chr13:27264215-27264458,27264367,91,97.29883,22.03622,94.74628,NHA_ATAC_S3.filtered.BAM_peak_63033,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3.84934672144583,TRUE,2
chr13,27289814,27290198,chr13:27289814-27290198,27290074,137,157.53722,28.38815,154.71213,NHA_ATAC_S3.filtered.BAM_peak_63039,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.79517033887999,TRUE,2
chr13,30113003,30113214,chr13:30113003-30113214,30113106,118,86.47405,11.76794,83.97616,NHA_ATAC_S3.filtered.BAM_peak_63271,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99146058385284,TRUE,3
chr13,30115007,30115259,chr13:30115007-30115259,30115136,246,224.72791,19.1335,221.62308,NHA_ATAC_S3.filtered.BAM_peak_63274,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,10.4059263019305,TRUE,2
chr13,30673688,30674441,chr13:30673688-30674441,30673889,309,287.85764,20.33322,284.49503,NHA_ATAC_S3.filtered.BAM_peak_63360,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.0708586475468,TRUE,4
chr13,30864627,30864862,chr13:30864627-30864862,30864743,145,83.41624,8.34071,80.93425,NHA_ATAC_S3.filtered.BAM_peak_63397,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.13357444625984,TRUE,3
chr13,30865006,30865611,chr13:30865006-30865611,30865500,241,133.72287,8.21167,131.00105,NHA_ATAC_S3.filtered.BAM_peak_63398,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10.1944237348181,TRUE,3
chr13,30870064,30870927,chr13:30870064-30870927,30870530,539,389.74194,12.86493,385.96286,NHA_ATAC_S3.filtered.BAM_peak_63400,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,22.7999767347176,TRUE,2
chr13,30873142,30873390,chr13:30873142-30873390,30873262,264,123.17215,6.576,120.49771,NHA_ATAC_S3.filtered.BAM_peak_63401,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11.1673355435352,TRUE,2
chr13,30998537,30998850,chr13:30998537-30998850,30998680,228,267.09708,32.76392,263.81906,NHA_ATAC_S3.filtered.BAM_peak_63429,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9.64451706032582,TRUE,2
chr13,41546433,41546698,chr13:41546433-41546698,41546585,308,413.86209,48.58782,409.98352,NHA_ATAC_S3.filtered.BAM_peak_64546,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,13.0285581341244,TRUE,3
chr13,44306374,44307058,chr13:44306374-44307058,44306569,332,325.66779,22.84402,322.15179,NHA_ATAC_S3.filtered.BAM_peak_64905,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14.0437704562639,TRUE,3
chr13,44331994,44332188,chr13:44331994-44332188,44332078,53,42.10078,11.42484,39.87061,NHA_ATAC_S3.filtered.BAM_peak_64912,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2.24192721139153,TRUE,2
chr13,44332370,44332765,chr13:44332370-44332765,44332459,53,42.8007,11.71551,40.5644,NHA_ATAC_S3.filtered.BAM_peak_64913,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2.24192721139153,TRUE,2
chr13,44906862,44907015,chr13:44906862-44907015,44906934,102,43.58683,5.58225,41.3459,NHA_ATAC_S3.filtered.BAM_peak_64996,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.31465236909313,TRUE,3
chr13,44917589,44918699,chr13:44917589-44918699,44918443,461,383.3382,16.56549,379.58527,NHA_ATAC_S3.filtered.BAM_peak_64997,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,19.500536687764,TRUE,3
chr13,79936239,79937096,chr13:79936239-79937096,79936843,353,345.45688,22.84181,341.86035,NHA_ATAC_S3.filtered.BAM_peak_67323,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14.932081238136,TRUE,4
chr13,80141245,80141466,chr13:80141245-80141466,80141363,158,201.07632,36.82028,198.0685,NHA_ATAC_S3.filtered.BAM_peak_67360,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.6834811207521,TRUE,3
chr13,80469833,80470363,chr13:80469833-80470363,80469992,288,314.86096,28.77705,311.38898,NHA_ATAC_S3.filtered.BAM_peak_67400,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,12.1825478656747,TRUE,2
chr13,97109933,97110196,chr13:97109933-97110196,97110115,297,382.31842,43.17258,378.56976,NHA_ATAC_S3.filtered.BAM_peak_68302,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.5632524864771,TRUE,4
chr13,97115548,97115776,chr13:97115548-97115776,97115676,65,45.41269,9.89159,43.1592,NHA_ATAC_S3.filtered.BAM_peak_68304,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.74953337246131,TRUE,4
chr13,97116879,97117064,chr13:97116879-97117064,97116967,111,102.15747,17.36211,99.58121,NHA_ATAC_S3.filtered.BAM_peak_68305,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4.69535698989546,TRUE,2
chr13,97125570,97125785,chr13:97125570-97125785,97125687,57,43.44185,10.93473,41.20178,NHA_ATAC_S3.filtered.BAM_peak_68309,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2.41112926508145,TRUE,3
chr13,101424523,101424713,chr13:101424523-101424713,101424610,93,105.68103,24.9557,103.088,NHA_ATAC_S3.filtered.BAM_peak_68823,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.93394774829079,TRUE,4
chr13,106917666,106918350,chr13:106917666-106918350,106918240,199,242.28349,35.01114,239.10634,NHA_ATAC_S3.filtered.BAM_peak_69242,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8.41780217107385,TRUE,3
chr14,33849200,33849502,chr14:33849200-33849502,33849364,231,305.01767,43.95488,301.58511,NHA_ATAC_S3.filtered.BAM_peak_71277,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.77141860059326,TRUE,4
chr14,23589054,23589335,chr14:23589054-23589335,23589196,196,286.34021,54.2396,282.98358,NHA_ATAC_S3.filtered.BAM_peak_70462,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.29090063080641,TRUE,4
chr14,32254955,32255144,chr14:32254955-32255144,32255063,194,218.75493,29.18715,215.67462,NHA_ATAC_S3.filtered.BAM_peak_71087,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8.20629960396144,TRUE,3
chr14,35341631,35342135,chr14:35341631-35342135,35341772,528,610.51587,34.97665,605.8006,NHA_ATAC_S3.filtered.BAM_peak_71455,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.3346710870703,TRUE,4
chr14,35342279,35342565,chr14:35342279-35342565,35342470,110,59.31573,7.44389,56.97002,NHA_ATAC_S3.filtered.BAM_peak_71456,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.65305647647298,TRUE,3
chr14,35384472,35384761,chr14:35384472-35384761,35384574,354,332.69104,20.93501,329.14658,NHA_ATAC_S3.filtered.BAM_peak_71464,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14.9743817515585,TRUE,3
chr14,35385408,35385964,chr14:35385408-35385964,35385719,312,276.60431,18.37817,273.28748,NHA_ATAC_S3.filtered.BAM_peak_71465,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,13.1977601878143,TRUE,3
chr14,53032205,53032413,chr14:53032205-53032413,53032306,160,187.99919,30.83301,185.04532,NHA_ATAC_S3.filtered.BAM_peak_72799,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6.76808214759707,TRUE,4
chr14,55102181,55102519,chr14:55102181-55102519,55102428,82,50.49399,8.59167,48.20482,NHA_ATAC_S3.filtered.BAM_peak_73079,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.4686421006435,TRUE,4
chr14,55103223,55103547,chr14:55103223-55103547,55103394,331,286.66919,17.61188,283.31125,NHA_ATAC_S3.filtered.BAM_peak_73080,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,14.0014699428414,TRUE,2
chr14,55107890,55108603,chr14:55107890-55108603,55108447,404,389.28391,22.30135,385.50665,NHA_ATAC_S3.filtered.BAM_peak_73081,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,17.0894074226826,TRUE,3
chr14,65169409,65169727,chr14:65169409-65169727,65169650,106,74.87961,10.93346,72.44283,NHA_ATAC_S3.filtered.BAM_peak_74251,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4.48385442278306,TRUE,2
chr14,65170676,65171247,chr14:65170676-65171247,65170852,186,171.96249,18.9984,169.07623,NHA_ATAC_S3.filtered.BAM_peak_74252,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7.86789549658159,TRUE,3
chr14,65361923,65362381,chr14:65361923-65362381,65362066,76,79.46791,20.04942,77.00637,NHA_ATAC_S3.filtered.BAM_peak_74293,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3.21483902010861,TRUE,2
chr14,72608329,72609161,chr14:72608329-72609161,72608452,304,274.33554,19.01401,271.02805,NHA_ATAC_S3.filtered.BAM_peak_75093,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,12.8593560804344,TRUE,2
chr14,72615600,72615811,chr14:72615600-72615811,72615701,63,45.12523,10.1958,42.87346,NHA_ATAC_S3.filtered.BAM_peak_75095,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2.66493234561634,TRUE,2
chr14,89040457,89041279,chr14:89040457-89041279,89040855,188,178.56645,20.08799,175.65225,NHA_ATAC_S3.filtered.BAM_peak_76281,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.95249652342655,TRUE,4
chr14,89041402,89041511,chr14:89041402-89041511,89041432,62,32.56911,6.68058,30.41491,NHA_ATAC_S3.filtered.BAM_peak_76282,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2.62263183219386,TRUE,3
chr14,90513677,90513964,chr14:90513677-90513964,90513866,102,98.48844,18.6695,95.92989,NHA_ATAC_S3.filtered.BAM_peak_76481,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.31465236909313,TRUE,4
chr14,95483264,95483613,chr14:95483264-95483613,95483382,367,352.49658,21.99458,348.87131,NHA_ATAC_S3.filtered.BAM_peak_76922,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,15.5242884260508,TRUE,2
chr14,95488792,95489101,chr14:95488792-95489101,95488942,59,44.53421,10.86688,42.28587,NHA_ATAC_S3.filtered.BAM_peak_76924,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.49573029192642,TRUE,4
chr14,95499064,95499223,chr14:95499064-95499223,95499144,63,26.04919,5.10362,23.95562,NHA_ATAC_S3.filtered.BAM_peak_76929,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2.66493234561634,TRUE,3
chr14,95501072,95501423,chr14:95501072-95501423,95501159,249,230.70869,19.71748,227.57907,NHA_ATAC_S3.filtered.BAM_peak_76930,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.5328278421979,TRUE,4
chr14,96145552,96145868,chr14:96145552-96145868,96145724,107,117.48364,24.25378,114.83524,NHA_ATAC_S3.filtered.BAM_peak_76975,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.52615493620554,TRUE,2
chr14,96146133,96146448,chr14:96146133-96146448,96146315,69,63.88335,15.72004,61.51012,NHA_ATAC_S3.filtered.BAM_peak_76976,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.91873542615124,TRUE,4
chr14,100192817,100193285,chr14:100192817-100193285,100193053,584,716.46271,41.16158,711.20856,NHA_ATAC_S3.filtered.BAM_peak_77255,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24.7034998387293,TRUE,4
chr14,100617991,100618267,chr14:100617991-100618267,100618094,66,67.99397,18.67023,65.59636,NHA_ATAC_S3.filtered.BAM_peak_77339,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2.79183388588379,TRUE,3
chr14,102314246,102314450,chr14:102314246-102314450,102314331,248,178.18968,12.24672,175.27704,NHA_ATAC_S3.filtered.BAM_peak_77539,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.4905273287755,TRUE,4
chr14,102516530,102517070,chr14:102516530-102517070,102516705,140,134.65636,19.70804,131.93053,NHA_ATAC_S3.filtered.BAM_peak_77560,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.92207187914743,TRUE,4
chr14,102524534,102525007,chr14:102524534-102525007,102524814,717,724.57001,25.63287,719.27179,NHA_ATAC_S3.filtered.BAM_peak_77561,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,30.3294681239194,TRUE,3
chr14,105087364,105087875,chr14:105087364-105087875,105087453,235,114.23339,6.88308,111.60006,NHA_ATAC_S3.filtered.BAM_peak_77977,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.94062065428319,TRUE,3
chr14,105088260,105088551,chr14:105088260-105088551,105088411,214,92.85825,5.9754,90.32794,NHA_ATAC_S3.filtered.BAM_peak_77978,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.05230987241108,TRUE,3
chr14,105202000,105202186,chr14:105202000-105202186,105202075,48,17.11754,4.24089,15.12965,NHA_ATAC_S3.filtered.BAM_peak_77994,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2.03042464427912,TRUE,2
chr15,67927588,67928149,chr15:67927588-67928149,67927939,246,242.08443,22.34341,238.90807,NHA_ATAC_S3.filtered.BAM_peak_82296,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10.4059263019305,TRUE,2
chr15,25670039,25670332,chr15:25670039-25670332,25670182,152,180.692,31.2782,177.76888,NHA_ATAC_S3.filtered.BAM_peak_78150,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.42967804021721,TRUE,3
chr15,26082067,26082770,chr15:26082067-26082770,26082482,245,249.24469,23.99718,246.03932,NHA_ATAC_S3.filtered.BAM_peak_78197,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.363625788508,TRUE,4
chr15,37106725,37106941,chr15:37106725-37106941,37106837,54,23.79036,5.33808,21.72074,NHA_ATAC_S3.filtered.BAM_peak_78716,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2.28422772481401,TRUE,2
chr15,38129460,38130159,chr15:38129460-38130159,38129885,222,206.8895,19.71538,203.85786,NHA_ATAC_S3.filtered.BAM_peak_78792,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.39071397979093,TRUE,3
chr15,40941463,40942154,chr15:40941463-40942154,40941998,350,344.93457,23.18094,341.3403,NHA_ATAC_S3.filtered.BAM_peak_79268,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14.8051796978686,TRUE,3
chr15,48975744,48976245,chr15:48975744-48976245,48975868,261,305.72241,33.45253,302.28702,NHA_ATAC_S3.filtered.BAM_peak_80138,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11.0404340032677,TRUE,4
chr15,64835726,64836023,chr15:64835726-64836023,64835851,580,784.92999,54.02126,779.28284,NHA_ATAC_S3.filtered.BAM_peak_81850,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,24.5342977850394,TRUE,3
chr15,66842108,66842659,chr15:66842108-66842659,66842352,494,438.81778,18.98141,434.83386,NHA_ATAC_S3.filtered.BAM_peak_82125,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,20.8964536307059,TRUE,3
chr15,66883297,66883933,chr15:66883297-66883933,66883739,307,241.04565,14.52787,237.87352,NHA_ATAC_S3.filtered.BAM_peak_82136,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,12.9862576207019,TRUE,2
chr15,66908252,66908433,chr15:66908252-66908433,66908333,62,44.56334,10.21316,42.31482,NHA_ATAC_S3.filtered.BAM_peak_82144,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2.62263183219386,TRUE,2
chr15,66908644,66909013,chr15:66908644-66909013,66908756,69,52.73648,11.47725,50.43185,NHA_ATAC_S3.filtered.BAM_peak_82145,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2.91873542615124,TRUE,2
